¤é³ø¹S²v %
-1.8789
-3.1915
1.0989
2.8261
-1.0571
-0.8547
0.8621
0.4274
0.4255
1.0593
1.8868
5.144
0.9785
1.7442
5.5238
-0.361
-0.3623
0
-4
0
0.947
3.5647
-1.087
1.0989
-5.6159
1.9194
-0.3766
1.7013
-0.3717
0.9328
2.7726
-0.8993
-2.7223
-0.9328
0.565
-0.5618
-1.5066
4.5889
1.2797
-3.9711
0.3759
0.5618
-0.5587
-0.5618
3.0132
0.5484
1.2727
-0.8977
0.3623
-0.1805
-0.3617
-2.5408
-0.9311
-0.9398
2.277
1.4842
-0.1828
0.9158
-2.1779
-0.9276
0.9363
0.3711
-1.1091
2.6168
1.4572
0.8977
4.4484
0.3407
4.0747
2.6101
-0.9539
2.7287
0
-2.5
-1.2821
3.5714
0.9404
-2.1739
-1.4286
0.4831
1.9231
-2.2013
0.4823
-0.48
-0.9646
1.6234
6.23
0.1504
-0.7508
4.6899
0.1445
-0.1443
1.5896
-1.8492
-0.8696
1.0234
-0.4342
0.436
-7.2359
1.5601
2.6114
-2.5449
0.4608
2.5994
0
-2.9806
1.3825
1.8182
-0.2976
2.9851
3.0435
0.7032
1.676
-1.511
-2.371
0.7143
4.3972
0.6793
0.135
-2.1563
-4.9587
-4.9275
0.1524
3.5008
2.9412
-2.8571
3.5294
-2.6989
3.6496
0
-0.1408
-6.7701
-1.3616
-5.2147
4.0453
-3.577
1.129
2.2329
-8.7363
1.5385
1.6835
-9.9338
7.9044
1.7036
5.5276
-5.7143
1.6835
-1.9868
2.0608
0.8418
-4.0067
-0.8696
-2.4561
-3.5971
9.8881
-2.2071
2.7778
1.3514
0.6667
-1.3245
-1.0067
-2.8814
-5.7592
-3.5185
-0.9597
9.6899
-2.8269
2.3636
3.0195
-5.3448
1.275
4.6763
-0.5155
-3.6269
0.5376
-2.3173
-2.0073
1.676
-6.2271
-3.5156
4.0486
-3.5019
8.4677
-0.5576
-2.4299
3.4483
-2.5926
-3.0418
1.3725
0
-5.2224
-1.4286
0
1.4493
-0.4082
4.7131
-0.9785
-0.7905
0.5976
0.396
4.142
3.9773
2.3679
4.6263
-7.483
-3.6765
-1.145
-3.861
2.8112
-1.9531
0.1992
2.7833
-0.9671
4.2969
2.4345
-0.7313
-9.2081
1.8256
0.5976
-0.7921
0.3992
3.3797
0.3846
-2.2989
-0.7843
-5.336
-1.8789
-1.9149
-0.6508
1.31
-5.3879
-2.0501
-0.4651
4.2056
0.8969
1.5556
1.5317
-3.8793
1.7937
1.1013
-0.8715
-0.8791
0.2217
0.4425
-4.185
-2.9885
-7.109
-6.6327
7.9235
-2.0253
-4.9096
6.7935
-5.598
8.8949
-1.2376
1.5038
-6.1728
7.1053
-1.9656
4.01
7.9518
-3.5714
4.6296
5.0885
5.2632
-6
0
0
1.4894
7.7568
-4.4747
0.4073
2.8398
0.789
0.1957
-0.1953
-0.5871
-0.1969
7.2978
0.7353
-2.0073
2.7933
-2.3551
-2.2263
-2.277
-0.3883
1.7544
0.3831
-5.7252
4.8583
-1.9305
0.7874
0.1953
1.3645
-0.5769
-1.5474
-2.947
-1.417
-0.616
6.6116
-3.2946
0.6012
-1.3944
1.6162
-2.7833
1.636
-4.4266
1.2632
-1.2474
3.7895
-1.0142
-2.459
-1.0504
0.2123
-5.0847
-3.125
3.6866
-0.4444
0
1.3393
1.1013
-0.6536
1.0965
1.3015
7.0664
1.2
6.3241
-1.8587
-0.1894
-2.4668
1.9455
0
-0.7634
1.7308
2.4575
-1.2915
2.0561
-1.6484
0
2.6071
-1.2704
4.0441
0
0.8834
1.4011
-0.1727
4.4983
-0.6623
-2.5
3.0769
1.6584
-3.5889
0.3384
0.6745
1.675
0.4942
0.9836
-5.8442
-3.1034
3.5587
0.3436
0.8562
0.6791
0.6745
-1.1725
-3.0508
0.5245
4
6.3545
-0.1572
-1.7323
9.9359
2.1866
-1.5692
-1.4493
-0.4412
-0.1477
-1.1834
2.0958
3.0792
-0.4267
-2.2857
2.6316
2.1368
-1.1158
1.2694
1.2535
4.9519
-0.9174
1.0582
-1.8325
1.3333
-1.7105
1.071
0
-1.4967
-1.2312
-0.1385
0.9709
-0.1374
-1.3755
1.5342
-0.6868
-0.8299
-0.6974
4.073
-1.8893
1.7882
-1.3514
1.9178
-0.9409
-2.171
-4.2996
-3.6232
5.1128
2.8612
5.7024
0.5263
0.5236
-1.6927
1.457
-1.6971
2.1248
-1.6905
1.5873
1.8229
-1.023
-1.6796
-0.9198
-2.3873
3.2609
-1.8421
-1.7426
0.8186
0.1353
0.2703
-0.9434
0.9524
1.6173
-1.4589
1.7497
-1.7196
0.5384
0
-2.2758
-2.1918
-1.5406
-0.569
2.0029
-0.8415
-5.5163
6.1377
-4.2313
-3.3873
1.372
1.8045
-0.8863
4.3219
0
0.2857
0.2849
-0.142
1.5647
1.4006
0.5525
1.3736
-1.084
-1.0959
-0.831
2.6536
2.0408
0
-0.5333
0.134
0.4016
-0.4
-1.071
1.4885
-2.2667
-1.2278
0.5525
-1.0989
-1.3889
0.5634
0.5602
3.7604
0
1.745
0.1319
-0.3953
7.1429
2.3457
-3.2569
3.1172
0.8464
1.6787
0
0.2358
3.5294
1.0227
-3.3746
2.2119
-0.7973
