¤é³ø¹S²v %
-0.4785
-2.4038
-0.9852
3.9801
0.9569
2.3697
2.3148
-2.2624
-2.3148
2.3697
0
-1.8519
1.8868
0
0
0
0
0.463
-0.9217
-3.2558
1.9231
-1.4151
0.4785
1.4286
0.4695
0
0
0.4673
-0.4651
0.4673
1.3953
1.3761
-2.7149
2.3256
0
-0.9091
-0.4587
-0.4608
-1.8519
2.3585
0
0
1.3825
-1.8182
1.3889
-0.9132
0.9217
1.8265
-0.8969
0.4525
-0.4505
-0.4525
0
0
-0.4545
-0.4566
1.8349
-0.9009
-1.8182
2.3148
-2.2624
2.3148
-1.3575
-4.1284
-0.4785
-0.4808
0
2.4155
0.4717
1.4085
1.3889
0
-0.4566
-0.4587
-0.4608
0.463
-0.4608
0.9259
0.4587
-0.9132
0.9217
-1.3699
-1.3889
0.939
-1.3953
0.9434
1.4019
0
-2.3041
0.4717
0.939
-0.4651
0.4673
-1.3953
1.8868
-1.8519
-0.9434
0.4762
-1.4218
-0.4808
1.4493
-0.4762
0
1.4354
-1.4151
0
0
-1.4354
2.4272
0.4739
0.9434
0
0.4673
1.0233
1.4563
-1.4354
1.9417
-1.9048
0
-0.9709
0
0
-1.9608
0.5
2.4876
-0.9709
0.4902
-0.4878
-1.4706
0
0.4975
0.495
1.9704
-0.9662
0
-0.4878
0.9804
1.4563
-0.9569
1.4493
0.4762
-1.8957
0.9662
-1.4354
0
-0.9709
0.4902
0
-1.4634
-0.495
0.995
-0.9852
-0.4975
-2.6
-0.5133
0.1032
1.3402
-0.1017
-0.4073
1.7382
0.3015
1.7034
-1.6749
1.2024
-0.9901
0
0
1
0
0.495
-0.4926
0
2.9703
-1.4423
1.4634
-2.8846
0
-0.9901
0.5
-0.4975
0.5
-0.8955
0.4016
0.5
0
0.4975
0.495
-0.9852
0.995
1.4778
-0.9709
0.9804
-1.9417
0.9901
0
1.9608
-0.9615
0
-0.4854
0
-0.9756
0.4926
0
0
0.4902
-0.4878
-1.4706
0
0
-0.4975
0
0.5
0.995
-0.4926
0
-0.495
0.4975
-1.6832
-0.1007
0.8065
-1.4
1.4199
-0.7
-0.3021
-0.202
-0.1012
-0.7092
0
-0.5102
0.5128
-0.7143
-0.3083
0.1031
1.5448
-0.9128
1.1259
-0.7085
-0.1019
0.5102
0.203
0.4053
-0.8073
-0.3052
2.0408
-2
0.4082
-0.9146
0
0
0.8205
1.2208
0
-0.1005
-1.4085
0
0
-1.0204
0
2.3711
0.6042
-1.6016
0.9156
0.4032
0.4016
-0.1
0
-0.3003
0
-0.502
0.9082
1.5
0.4926
-0.9804
0
0.9901
-1.9608
2
0.4902
0.9756
0
0.4831
-1.9231
1.4706
-0.4831
-0.9709
0.4902
0.4878
0
0
-0.4854
1.9512
-1.4354
0.9709
0.9615
0
0
-0.4762
0
-0.9569
0.9662
0
0
-1.9139
1.4634
0
1.9231
-0.4717
0
-0.4739
1.4286
0
0
-0.4695
0
0
0
0.4717
0
-0.4695
0.4717
0.939
0
-0.9302
0.4695
0.9346
2.3148
0.4525
0
-0.4505
0
0.905
0.4484
-1.3393
0.4525
-0.4505
0.4525
0.4505
-1.3453
0.9091
0.4505
0
-0.8969
0
1.3575
-0.4464
0.4484
0.8929
0.885
-0.4386
0.8811
0.8734
-1.7316
0.8811
0.4367
-0.8696
0
0
-1.3158
0.4444
0
1.7699
2.6957
0
-1.3333
-0.4505
0
1.81
1.3333
-0.8772
0.885
-2.193
0.8969
1.3333
-0.4386
-0.4405
0.4425
-2.2026
-0.9009
0
0.9091
0.9009
-1.7857
0.9091
-0.4505
0
0
0.4525
2.2523
1.3216
0
0.4348
0.4329
0
-1.2931
-0.4367
0
-2.193
0.4484
0
1.7857
0.4386
0
-0.8734
0
-1.7621
0
0.4484
0.4464
0
0.8889
0.4405
-0.8772
-0.4425
-0.8889
-0.4484
0
4.0541
-2.1645
0.4425
0.4405
0.4386
-0.8734
-0.4405
-0.4425
0.8889
-0.4405
0.4425
-0.8811
-0.8889
0
0.4484
0.4464
-0.8889
-0.4484
0.4505
-0.4484
0
0.4505
0
0.4484
-0.4464
-0.8969
0
0
-1.3575
0
0
-0.9174
1.3889
0.4566
-1.3636
0
-2.765
0
-1.4218
0.9615
0.9524
0
0
0
1.4151
-0.4651
0.4673
0.4651
-0.463
0
-1.8605
0
0.4739
0
0
0.9434
-1.4019
-0.4739
0
-0.9524
0
-0.9615
-0.4854
0.9756
-1.4493
0.4902
-0.4878
0
0
-0.4902
0.4926
1.9608
0.4808
1.9139
0.939
-1.3953
-0.4717
0
1.4218
-0.4673
0.939
-0.4651
0.4673
-0.4651
-1.4019
-0.4739
0.4762
-0.9479
-2.3923
0.4902
2.439
-0.4762
-0.4785
0.9615
0
0
1.4286
-0.4695
0.4717
0
0.939
-0.4651
0.9346
-0.9259
0.9346
0
0
0
0.463
-0.4608
0.9259
-0.4587
0
0.4608
0.4587
0
0.4566
-0.4545
0.4566
1.3636
0.4484
-0.4464
0
0.4484
1.3393
-1.7621
0
0
0
1.3453
0.4425
0.4405
-0.8772
0.885
-0.8772
0.4425
-0.4405
0.885
-0.4386
-2.6432
-0.4525
0.9091
-0.4505
1.3575
0
-0.8929
0.4505
0
1.3453
1.3274
-1.7467
1.3333
-1.3158
0
1.3333
0.4386
-0.4367
0
-0.4386
