¤é³ø¹S²v %
0.3675
2.1444
-0.2048
-1.8984
0.2615
0.4173
-0.4675
0.5741
0
0.6746
-0.4639
-0.9839
-0.4707
-0.7357
-1.0058
0.0535
-0.5879
-0.0538
0.8607
0.3733
0
-0.5845
-0.5879
0.0538
0.4299
0.214
0.2136
-0.7459
0.161
-0.4287
-1.0226
-0.5982
0.3282
0.2726
0.0544
0.0543
0.0543
-0.1086
0.3804
0.4873
0.1616
-0.7531
0.1084
0.3249
-0.054
-0.7019
-1.0875
-0.055
0
0.33
0.2193
0.7659
0.76
-0.1078
-0.3236
0.7035
-1.0747
-0.3259
0.7084
-0.0541
-0.4331
-0.3806
0.1638
0.9809
-0.8635
0.4899
0.1625
0.1082
-0.7563
-2.1775
-0.7791
-1.0095
0.3399
0.6211
0.3367
-0.1678
0.4482
-0.2231
1.0061
0.166
0.221
0.0551
-0.1653
1.1589
0.6001
-0.2169
-1.25
0.2201
1.318
-0.542
0.0545
-0.4902
-0.3831
-0.2747
0.0551
0.8811
0.2183
0.7625
2.2162
-0.1058
-0.4235
1.3822
-0.7341
0
0.2641
0.4215
0.787
-0.3644
-0.1567
-1.3605
-0.4775
0.1066
-1.065
0.1076
2.2581
-0.7886
-0.9539
-0.0535
-0.1606
0.7507
-0.2129
3.04
0.4141
-1.3402
0.1567
-0.0522
-0.4175
0.1572
0.6803
-0.5198
0.627
0.7788
0.6698
1.8424
-0.3518
0.8069
-1.2006
0.6582
1.3078
-0.149
-0.9448
1.3554
0.2476
-0.7905
0.9462
0.9373
-0.1466
0.0979
0.6846
0.7771
1.6386
0.4267
2.7384
5.8364
-3.8211
-1.0835
0.0913
-2.1432
-0.1864
0.0934
-1.306
-0.1418
0.8519
-0.4693
-0.1886
-4.8654
0.5958
0.0494
0.148
-0.0493
-0.4436
-1.8812
-0.3532
2.3291
-0.6927
1.993
0.9282
-0.5324
-0.3406
-1.9043
0.2489
-0.5462
-0.4993
-1.4551
0.611
-1.4676
0.1027
0.2052
-1.0753
0.207
-0.155
-0.3621
0.5192
-0.0517
-0.9302
-0.6781
0.6303
0.3653
0.884
-0.1031
-0.0516
-1.6004
-1.6789
-0.2134
2.0321
0.7338
1.0926
1.2352
0
0.8134
0.6051
-1.604
1.4264
-1.4566
-0.2039
-0.2043
1.0235
0.2026
-1.5167
1.0267
1.372
-1.9048
-0.2555
-0.1025
0.8718
-0.8643
1.3333
1.3158
0.4995
1.5408
0.4895
-0.5845
-1.3719
-1.2916
0.4529
-0.1503
0
-0.3011
-0.2516
-0.7064
0.1016
0.7614
0.4534
-0.1505
2.2099
0.6388
0.8301
1.7433
-0.6663
1.6291
0.5186
-0.985
0.9948
0.6567
-2.0969
-0.5236
2.6316
0.1399
-1.3501
-1.6989
0.9602
-0.428
-0.6686
-2.4038
-1.4286
